"Notes"	"Standard Residence States"	"Standard Residence States Code"	"Mother's Bridged Race/Hispanic Origin"	"Mother's Bridged Race/Hispanic Origin Code"	"Age of Mother Year"	"Age of Mother Year Code"	"Delivery Place"	"Delivery Place Code"	"Delivery Method"	"Delivery Method Code"	Fetal Deaths	Percent of Total Deaths
	"Virginia"	"51"	"Central or South American"	"4"	"25 years"	"25"	"In Hospital"	"1"	"Vaginal"	"1"	14	0.00
	"Virginia"	"51"	"Central or South American"	"4"	"26 years"	"26"	"In Hospital"	"1"	"Vaginal"	"1"	10	0.00
	"Virginia"	"51"	"Central or South American"	"4"	"27 years"	"27"	"In Hospital"	"1"	"Vaginal"	"1"	11	0.00
	"Virginia"	"51"	"Central or South American"	"4"	"30 years"	"30"	"In Hospital"	"1"	"Vaginal"	"1"	22	0.01
	"Virginia"	"51"	"Central or South American"	"4"	"31 years"	"31"	"In Hospital"	"1"	"Vaginal"	"1"	10	0.00
	"Virginia"	"51"	"Central or South American"	"4"	"32 years"	"32"	"In Hospital"	"1"	"Vaginal"	"1"	13	0.00
	"Virginia"	"51"	"Central or South American"	"4"	"34 years"	"34"	"In Hospital"	"1"	"Vaginal"	"1"	10	0.00
	"Virginia"	"51"	"Other and Unknown Hispanic"	"5"	"20 years"	"20"	"In Hospital"	"1"	"Vaginal"	"1"	15	0.00
	"Virginia"	"51"	"Other and Unknown Hispanic"	"5"	"21 years"	"21"	"In Hospital"	"1"	"Vaginal"	"1"	10	0.00
	"Virginia"	"51"	"Other and Unknown Hispanic"	"5"	"22 years"	"22"	"In Hospital"	"1"	"Vaginal"	"1"	18	0.00
	"Virginia"	"51"	"Other and Unknown Hispanic"	"5"	"23 years"	"23"	"In Hospital"	"1"	"Vaginal"	"1"	21	0.01
	"Virginia"	"51"	"Other and Unknown Hispanic"	"5"	"24 years"	"24"	"In Hospital"	"1"	"Vaginal"	"1"	22	0.01
	"Virginia"	"51"	"Other and Unknown Hispanic"	"5"	"25 years"	"25"	"In Hospital"	"1"	"Vaginal"	"1"	11	0.00
	"Virginia"	"51"	"Other and Unknown Hispanic"	"5"	"26 years"	"26"	"In Hospital"	"1"	"Vaginal"	"1"	13	0.00
	"Virginia"	"51"	"Other and Unknown Hispanic"	"5"	"27 years"	"27"	"In Hospital"	"1"	"Vaginal"	"1"	11	0.00
	"Virginia"	"51"	"Other and Unknown Hispanic"	"5"	"28 years"	"28"	"In Hospital"	"1"	"Vaginal"	"1"	12	0.00
	"Virginia"	"51"	"Other and Unknown Hispanic"	"5"	"29 years"	"29"	"In Hospital"	"1"	"Vaginal"	"1"	12	0.00
	"Virginia"	"51"	"Other and Unknown Hispanic"	"5"	"30 years"	"30"	"In Hospital"	"1"	"Vaginal"	"1"	11	0.00
	"Virginia"	"51"	"Other and Unknown Hispanic"	"5"	"31 years"	"31"	"In Hospital"	"1"	"Vaginal"	"1"	14	0.00
	"Virginia"	"51"	"Other and Unknown Hispanic"	"5"	"32 years"	"32"	"In Hospital"	"1"	"Vaginal"	"1"	15	0.00
	"Virginia"	"51"	"Other and Unknown Hispanic"	"5"	"34 years"	"34"	"In Hospital"	"1"	"Vaginal"	"1"	13	0.00
	"Virginia"	"51"	"Other and Unknown Hispanic"	"5"	"35 years"	"35"	"In Hospital"	"1"	"Vaginal"	"1"	11	0.00
	"Virginia"	"51"	"Other and Unknown Hispanic"	"5"	"39 years"	"39"	"In Hospital"	"1"	"Vaginal"	"1"	10	0.00
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"16 years"	"16"	"In Hospital"	"1"	"Vaginal"	"1"	19	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"17 years"	"17"	"In Hospital"	"1"	"Vaginal"	"1"	25	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"18 years"	"18"	"In Hospital"	"1"	"Vaginal"	"1"	68	0.02
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"18 years"	"18"	"In Hospital"	"1"	"Not Stated"	"9"	10	0.00
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"19 years"	"19"	"In Hospital"	"1"	"Vaginal"	"1"	94	0.03
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"19 years"	"19"	"In Hospital"	"1"	"Cesarean"	"2"	10	0.00
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"19 years"	"19"	"In Hospital"	"1"	"Not Stated"	"9"	19	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"20 years"	"20"	"In Hospital"	"1"	"Vaginal"	"1"	136	0.04
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"20 years"	"20"	"In Hospital"	"1"	"Cesarean"	"2"	12	0.00
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"20 years"	"20"	"In Hospital"	"1"	"Not Stated"	"9"	17	0.00
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"21 years"	"21"	"In Hospital"	"1"	"Vaginal"	"1"	113	0.03
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"21 years"	"21"	"In Hospital"	"1"	"Cesarean"	"2"	12	0.00
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"21 years"	"21"	"In Hospital"	"1"	"Not Stated"	"9"	20	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"22 years"	"22"	"In Hospital"	"1"	"Vaginal"	"1"	122	0.03
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"22 years"	"22"	"In Hospital"	"1"	"Cesarean"	"2"	16	0.00
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"22 years"	"22"	"In Hospital"	"1"	"Not Stated"	"9"	20	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"23 years"	"23"	"In Hospital"	"1"	"Vaginal"	"1"	146	0.04
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"23 years"	"23"	"In Hospital"	"1"	"Cesarean"	"2"	21	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"23 years"	"23"	"In Hospital"	"1"	"Not Stated"	"9"	21	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"24 years"	"24"	"In Hospital"	"1"	"Vaginal"	"1"	139	0.04
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"24 years"	"24"	"In Hospital"	"1"	"Cesarean"	"2"	25	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"24 years"	"24"	"In Hospital"	"1"	"Not Stated"	"9"	18	0.00
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"25 years"	"25"	"In Hospital"	"1"	"Vaginal"	"1"	158	0.04
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"25 years"	"25"	"In Hospital"	"1"	"Cesarean"	"2"	27	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"25 years"	"25"	"In Hospital"	"1"	"Not Stated"	"9"	20	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"26 years"	"26"	"In Hospital"	"1"	"Vaginal"	"1"	162	0.04
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"26 years"	"26"	"In Hospital"	"1"	"Cesarean"	"2"	25	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"26 years"	"26"	"In Hospital"	"1"	"Not Stated"	"9"	19	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"27 years"	"27"	"In Hospital"	"1"	"Vaginal"	"1"	181	0.05
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"27 years"	"27"	"In Hospital"	"1"	"Cesarean"	"2"	26	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"27 years"	"27"	"In Hospital"	"1"	"Not Stated"	"9"	24	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"28 years"	"28"	"In Hospital"	"1"	"Vaginal"	"1"	167	0.05
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"28 years"	"28"	"In Hospital"	"1"	"Cesarean"	"2"	21	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"28 years"	"28"	"In Hospital"	"1"	"Not Stated"	"9"	30	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"29 years"	"29"	"In Hospital"	"1"	"Vaginal"	"1"	180	0.05
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"29 years"	"29"	"In Hospital"	"1"	"Cesarean"	"2"	27	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"29 years"	"29"	"In Hospital"	"1"	"Not Stated"	"9"	31	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"30 years"	"30"	"In Hospital"	"1"	"Vaginal"	"1"	182	0.05
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"30 years"	"30"	"In Hospital"	"1"	"Cesarean"	"2"	37	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"30 years"	"30"	"In Hospital"	"1"	"Not Stated"	"9"	22	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"31 years"	"31"	"In Hospital"	"1"	"Vaginal"	"1"	180	0.05
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"31 years"	"31"	"In Hospital"	"1"	"Cesarean"	"2"	41	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"31 years"	"31"	"In Hospital"	"1"	"Not Stated"	"9"	24	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"32 years"	"32"	"In Hospital"	"1"	"Vaginal"	"1"	168	0.05
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"32 years"	"32"	"In Hospital"	"1"	"Cesarean"	"2"	34	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"32 years"	"32"	"In Hospital"	"1"	"Not Stated"	"9"	25	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"33 years"	"33"	"In Hospital"	"1"	"Vaginal"	"1"	152	0.04
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"33 years"	"33"	"In Hospital"	"1"	"Cesarean"	"2"	23	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"33 years"	"33"	"In Hospital"	"1"	"Not Stated"	"9"	30	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"34 years"	"34"	"In Hospital"	"1"	"Vaginal"	"1"	139	0.04
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"34 years"	"34"	"In Hospital"	"1"	"Cesarean"	"2"	24	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"34 years"	"34"	"In Hospital"	"1"	"Not Stated"	"9"	24	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"35 years"	"35"	"In Hospital"	"1"	"Vaginal"	"1"	132	0.04
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"35 years"	"35"	"In Hospital"	"1"	"Cesarean"	"2"	23	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"35 years"	"35"	"In Hospital"	"1"	"Not Stated"	"9"	13	0.00
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"36 years"	"36"	"In Hospital"	"1"	"Vaginal"	"1"	108	0.03
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"36 years"	"36"	"In Hospital"	"1"	"Cesarean"	"2"	18	0.00
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"36 years"	"36"	"In Hospital"	"1"	"Not Stated"	"9"	21	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"37 years"	"37"	"In Hospital"	"1"	"Vaginal"	"1"	93	0.03
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"37 years"	"37"	"In Hospital"	"1"	"Cesarean"	"2"	15	0.00
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"37 years"	"37"	"In Hospital"	"1"	"Not Stated"	"9"	17	0.00
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"38 years"	"38"	"In Hospital"	"1"	"Vaginal"	"1"	99	0.03
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"38 years"	"38"	"In Hospital"	"1"	"Cesarean"	"2"	22	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"38 years"	"38"	"In Hospital"	"1"	"Not Stated"	"9"	17	0.00
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"39 years"	"39"	"In Hospital"	"1"	"Vaginal"	"1"	68	0.02
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"39 years"	"39"	"In Hospital"	"1"	"Cesarean"	"2"	12	0.00
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"39 years"	"39"	"In Hospital"	"1"	"Not Stated"	"9"	12	0.00
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"40 years"	"40"	"In Hospital"	"1"	"Vaginal"	"1"	76	0.02
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"40 years"	"40"	"In Hospital"	"1"	"Not Stated"	"9"	11	0.00
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"41 years"	"41"	"In Hospital"	"1"	"Vaginal"	"1"	33	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"42 years"	"42"	"In Hospital"	"1"	"Vaginal"	"1"	24	0.01
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"43 years"	"43"	"In Hospital"	"1"	"Vaginal"	"1"	16	0.00
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"44 years"	"44"	"In Hospital"	"1"	"Vaginal"	"1"	11	0.00
	"Virginia"	"51"	"Non-Hispanic White"	"6"	"45 years"	"45"	"In Hospital"	"1"	"Vaginal"	"1"	12	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"15 years"	"15"	"In Hospital"	"1"	"Vaginal"	"1"	13	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"16 years"	"16"	"In Hospital"	"1"	"Vaginal"	"1"	28	0.01
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"17 years"	"17"	"In Hospital"	"1"	"Vaginal"	"1"	41	0.01
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"18 years"	"18"	"In Hospital"	"1"	"Vaginal"	"1"	60	0.02
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"19 years"	"19"	"In Hospital"	"1"	"Vaginal"	"1"	117	0.03
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"19 years"	"19"	"In Hospital"	"1"	"Not Stated"	"9"	14	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"20 years"	"20"	"In Hospital"	"1"	"Vaginal"	"1"	140	0.04
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"20 years"	"20"	"In Hospital"	"1"	"Cesarean"	"2"	10	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"20 years"	"20"	"In Hospital"	"1"	"Not Stated"	"9"	21	0.01
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"21 years"	"21"	"In Hospital"	"1"	"Vaginal"	"1"	162	0.04
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"21 years"	"21"	"In Hospital"	"1"	"Cesarean"	"2"	17	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"21 years"	"21"	"In Hospital"	"1"	"Not Stated"	"9"	22	0.01
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"22 years"	"22"	"In Hospital"	"1"	"Vaginal"	"1"	140	0.04
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"22 years"	"22"	"In Hospital"	"1"	"Cesarean"	"2"	13	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"22 years"	"22"	"In Hospital"	"1"	"Not Stated"	"9"	16	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"23 years"	"23"	"In Hospital"	"1"	"Vaginal"	"1"	117	0.03
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"23 years"	"23"	"In Hospital"	"1"	"Cesarean"	"2"	12	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"23 years"	"23"	"In Hospital"	"1"	"Not Stated"	"9"	22	0.01
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"24 years"	"24"	"In Hospital"	"1"	"Vaginal"	"1"	124	0.03
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"24 years"	"24"	"In Hospital"	"1"	"Cesarean"	"2"	19	0.01
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"24 years"	"24"	"In Hospital"	"1"	"Not Stated"	"9"	16	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"25 years"	"25"	"In Hospital"	"1"	"Vaginal"	"1"	97	0.03
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"25 years"	"25"	"In Hospital"	"1"	"Cesarean"	"2"	17	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"25 years"	"25"	"In Hospital"	"1"	"Not Stated"	"9"	18	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"26 years"	"26"	"In Hospital"	"1"	"Vaginal"	"1"	116	0.03
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"26 years"	"26"	"In Hospital"	"1"	"Cesarean"	"2"	13	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"26 years"	"26"	"In Hospital"	"1"	"Not Stated"	"9"	18	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"27 years"	"27"	"In Hospital"	"1"	"Vaginal"	"1"	116	0.03
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"27 years"	"27"	"In Hospital"	"1"	"Cesarean"	"2"	23	0.01
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"27 years"	"27"	"In Hospital"	"1"	"Not Stated"	"9"	13	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"28 years"	"28"	"In Hospital"	"1"	"Vaginal"	"1"	112	0.03
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"28 years"	"28"	"In Hospital"	"1"	"Cesarean"	"2"	31	0.01
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"28 years"	"28"	"In Hospital"	"1"	"Not Stated"	"9"	15	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"29 years"	"29"	"In Hospital"	"1"	"Vaginal"	"1"	102	0.03
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"29 years"	"29"	"In Hospital"	"1"	"Cesarean"	"2"	19	0.01
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"29 years"	"29"	"In Hospital"	"1"	"Not Stated"	"9"	10	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"30 years"	"30"	"In Hospital"	"1"	"Vaginal"	"1"	96	0.03
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"30 years"	"30"	"In Hospital"	"1"	"Cesarean"	"2"	20	0.01
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"30 years"	"30"	"In Hospital"	"1"	"Not Stated"	"9"	17	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"31 years"	"31"	"In Hospital"	"1"	"Vaginal"	"1"	95	0.03
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"31 years"	"31"	"In Hospital"	"1"	"Cesarean"	"2"	18	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"32 years"	"32"	"In Hospital"	"1"	"Vaginal"	"1"	87	0.02
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"32 years"	"32"	"In Hospital"	"1"	"Cesarean"	"2"	16	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"33 years"	"33"	"In Hospital"	"1"	"Vaginal"	"1"	74	0.02
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"33 years"	"33"	"In Hospital"	"1"	"Cesarean"	"2"	10	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"33 years"	"33"	"In Hospital"	"1"	"Not Stated"	"9"	10	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"34 years"	"34"	"In Hospital"	"1"	"Vaginal"	"1"	69	0.02
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"34 years"	"34"	"In Hospital"	"1"	"Cesarean"	"2"	13	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"34 years"	"34"	"In Hospital"	"1"	"Not Stated"	"9"	11	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"35 years"	"35"	"In Hospital"	"1"	"Vaginal"	"1"	71	0.02
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"36 years"	"36"	"In Hospital"	"1"	"Vaginal"	"1"	57	0.02
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"37 years"	"37"	"In Hospital"	"1"	"Vaginal"	"1"	45	0.01
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"38 years"	"38"	"In Hospital"	"1"	"Vaginal"	"1"	55	0.02
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"39 years"	"39"	"In Hospital"	"1"	"Vaginal"	"1"	39	0.01
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"40 years"	"40"	"In Hospital"	"1"	"Vaginal"	"1"	26	0.01
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"41 years"	"41"	"In Hospital"	"1"	"Vaginal"	"1"	20	0.01
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"42 years"	"42"	"In Hospital"	"1"	"Vaginal"	"1"	13	0.00
	"Virginia"	"51"	"Non-Hispanic Black"	"7"	"43 years"	"43"	"In Hospital"	"1"	"Vaginal"	"1"	11	0.00
	"Virginia"	"51"	"Non-Hispanic other races"	"8"	"24 years"	"24"	"In Hospital"	"1"	"Vaginal"	"1"	10	0.00
	"Virginia"	"51"	"Non-Hispanic other races"	"8"	"25 years"	"25"	"In Hospital"	"1"	"Vaginal"	"1"	17	0.00
	"Virginia"	"51"	"Non-Hispanic other races"	"8"	"26 years"	"26"	"In Hospital"	"1"	"Vaginal"	"1"	15	0.00
	"Virginia"	"51"	"Non-Hispanic other races"	"8"	"27 years"	"27"	"In Hospital"	"1"	"Vaginal"	"1"	13	0.00
	"Virginia"	"51"	"Non-Hispanic other races"	"8"	"28 years"	"28"	"In Hospital"	"1"	"Vaginal"	"1"	20	0.01
	"Virginia"	"51"	"Non-Hispanic other races"	"8"	"29 years"	"29"	"In Hospital"	"1"	"Vaginal"	"1"	11	0.00
	"Virginia"	"51"	"Non-Hispanic other races"	"8"	"30 years"	"30"	"In Hospital"	"1"	"Vaginal"	"1"	22	0.01
	"Virginia"	"51"	"Non-Hispanic other races"	"8"	"31 years"	"31"	"In Hospital"	"1"	"Vaginal"	"1"	24	0.01
	"Virginia"	"51"	"Non-Hispanic other races"	"8"	"32 years"	"32"	"In Hospital"	"1"	"Vaginal"	"1"	21	0.01
	"Virginia"	"51"	"Non-Hispanic other races"	"8"	"33 years"	"33"	"In Hospital"	"1"	"Vaginal"	"1"	22	0.01
	"Virginia"	"51"	"Non-Hispanic other races"	"8"	"34 years"	"34"	"In Hospital"	"1"	"Vaginal"	"1"	23	0.01
	"Virginia"	"51"	"Non-Hispanic other races"	"8"	"35 years"	"35"	"In Hospital"	"1"	"Vaginal"	"1"	31	0.01
	"Virginia"	"51"	"Non-Hispanic other races"	"8"	"36 years"	"36"	"In Hospital"	"1"	"Vaginal"	"1"	17	0.00
	"Virginia"	"51"	"Non-Hispanic other races"	"8"	"37 years"	"37"	"In Hospital"	"1"	"Vaginal"	"1"	20	0.01
	"Virginia"	"51"	"Non-Hispanic other races"	"8"	"38 years"	"38"	"In Hospital"	"1"	"Vaginal"	"1"	14	0.00
	"Virginia"	"51"	"Non-Hispanic other races"	"8"	"39 years"	"39"	"In Hospital"	"1"	"Vaginal"	"1"	12	0.00
	"Virginia"	"51"	"Non-Hispanic other races"	"8"	"40 years"	"40"	"In Hospital"	"1"	"Vaginal"	"1"	10	0.00
	"Virginia"	"51"	"Origin unknown or not stated"	"9"	"18 years"	"18"	"In Hospital"	"1"	"Vaginal"	"1"	12	0.00
	"Virginia"	"51"	"Origin unknown or not stated"	"9"	"19 years"	"19"	"In Hospital"	"1"	"Vaginal"	"1"	10	0.00
	"Virginia"	"51"	"Origin unknown or not stated"	"9"	"20 years"	"20"	"In Hospital"	"1"	"Vaginal"	"1"	14	0.00
	"Virginia"	"51"	"Origin unknown or not stated"	"9"	"21 years"	"21"	"In Hospital"	"1"	"Vaginal"	"1"	24	0.01
	"Virginia"	"51"	"Origin unknown or not stated"	"9"	"22 years"	"22"	"In Hospital"	"1"	"Vaginal"	"1"	14	0.00
	"Virginia"	"51"	"Origin unknown or not stated"	"9"	"23 years"	"23"	"In Hospital"	"1"	"Vaginal"	"1"	24	0.01
	"Virginia"	"51"	"Origin unknown or not stated"	"9"	"25 years"	"25"	"In Hospital"	"1"	"Vaginal"	"1"	17	0.00
	"Virginia"	"51"	"Origin unknown or not stated"	"9"	"26 years"	"26"	"In Hospital"	"1"	"Vaginal"	"1"	29	0.01
	"Virginia"	"51"	"Origin unknown or not stated"	"9"	"27 years"	"27"	"In Hospital"	"1"	"Vaginal"	"1"	20	0.01
	"Virginia"	"51"	"Origin unknown or not stated"	"9"	"28 years"	"28"	"In Hospital"	"1"	"Vaginal"	"1"	24	0.01
	"Virginia"	"51"	"Origin unknown or not stated"	"9"	"29 years"	"29"	"In Hospital"	"1"	"Vaginal"	"1"	19	0.01
	"Virginia"	"51"	"Origin unknown or not stated"	"9"	"30 years"	"30"	"In Hospital"	"1"	"Vaginal"	"1"	23	0.01
	"Virginia"	"51"	"Origin unknown or not stated"	"9"	"31 years"	"31"	"In Hospital"	"1"	"Vaginal"	"1"	19	0.01
	"Virginia"	"51"	"Origin unknown or not stated"	"9"	"32 years"	"32"	"In Hospital"	"1"	"Vaginal"	"1"	28	0.01
	"Virginia"	"51"	"Origin unknown or not stated"	"9"	"33 years"	"33"	"In Hospital"	"1"	"Vaginal"	"1"	17	0.00
	"Virginia"	"51"	"Origin unknown or not stated"	"9"	"34 years"	"34"	"In Hospital"	"1"	"Vaginal"	"1"	16	0.00
	"Virginia"	"51"	"Origin unknown or not stated"	"9"	"35 years"	"35"	"In Hospital"	"1"	"Vaginal"	"1"	14	0.00
	"Virginia"	"51"	"Origin unknown or not stated"	"9"	"36 years"	"36"	"In Hospital"	"1"	"Vaginal"	"1"	10	0.00
	"Virginia"	"51"	"Origin unknown or not stated"	"9"	"38 years"	"38"	"In Hospital"	"1"	"Vaginal"	"1"	16	0.00
	"Virginia"	"51"	"Not Available"	"10"	"20 years"	"20"	"In Hospital"	"1"	"Vaginal"	"1"	16	0.00
	"Virginia"	"51"	"Not Available"	"10"	"21 years"	"21"	"In Hospital"	"1"	"Vaginal"	"1"	25	0.01
	"Virginia"	"51"	"Not Available"	"10"	"23 years"	"23"	"In Hospital"	"1"	"Vaginal"	"1"	18	0.00
	"Virginia"	"51"	"Not Available"	"10"	"24 years"	"24"	"In Hospital"	"1"	"Vaginal"	"1"	23	0.01
	"Virginia"	"51"	"Not Available"	"10"	"25 years"	"25"	"In Hospital"	"1"	"Vaginal"	"1"	17	0.00
	"Virginia"	"51"	"Not Available"	"10"	"26 years"	"26"	"In Hospital"	"1"	"Vaginal"	"1"	19	0.01
	"Virginia"	"51"	"Not Available"	"10"	"27 years"	"27"	"In Hospital"	"1"	"Vaginal"	"1"	15	0.00
	"Virginia"	"51"	"Not Available"	"10"	"28 years"	"28"	"In Hospital"	"1"	"Vaginal"	"1"	30	0.01
	"Virginia"	"51"	"Not Available"	"10"	"29 years"	"29"	"In Hospital"	"1"	"Vaginal"	"1"	22	0.01
	"Virginia"	"51"	"Not Available"	"10"	"30 years"	"30"	"In Hospital"	"1"	"Vaginal"	"1"	26	0.01
	"Virginia"	"51"	"Not Available"	"10"	"31 years"	"31"	"In Hospital"	"1"	"Vaginal"	"1"	28	0.01
